speaker_name,year,sum_male,sum_female,sum_neutral_female,sum_neutral_male,sum_neutral,ratio_neutral_male,ratio_neutral_female
Carter G. Phillips,2008,0,0,0,0,0,0,0
Barbara D. Underwood,2008,0,0,0,0,0,0,0
Malcolm L. Stewart,2008,0,0,0,0,0,0,0
Seth P. Waxman,2008,0,0,0,0,0,0,0
Matthew W. Wright,2008,0,0,0,0,0,0,0
David O'Neil,2008,0,0,0,0,0,0,0
Adam B. Wolf,2008,0,0,0,0,0,0,0
Thomas E. Moseley,2008,0,0,0,0,0,0,0
Curtis E. Gannon,2008,0,0,0,0,0,0,0
Scott J. Forster,2008,0,0,0,0,0,0,0
Deanne E. Maynard,2008,0,0,0,0,0,0,0
Benjamin C. Mizer,2008,0,0,0,0,0,0,0
John H. Blume,2008,0,0,0,0,0,0,0
Kenneth M. Rosenstein,2008,0,0,0,0,0,0,0
Neal Kumar Katyal,2008,0,0,0,0,0,0,0
Peter Neufeld,2008,0,0,0,0,0,0,0
Gideon A. Schor,2008,0,0,0,0,0,0,0
Paul T. Rephen,2008,0,0,0,0,0,0,0
Jeffrey B. Wall,2008,0,0,0,0,0,0,0
Samuel J. Buffone,2008,0,0,0,0,0,0,0
Michael R. Dreeben,2008,0,0,0,0,0,0,0
Lindsay C. Harrison,2008,0,0,0,0,0,0,0
Edwin S. Kneedler,2008,0,0,0,0,0,0,0
Christina Rainville,2008,0,0,0,0,0,0,0
Leondra R. Kruger,2008,0,0,0,0,0,0,0
William A. Nelson,2008,0,0,0,0,0,0,0
Steve Six,2008,0,0,0,0,0,0,0
John W. Suthers,2008,0,0,0,0,0,0,0
J. Michael Jakes,2009,0,0,0,0,0,0,0
J. Michael Jakes,2009,0,0,0,0,0,0,0
Malcolm L. Stewart,2009,0,0,0,0,0,0,0
Malcolm L. Stewart,2009,0,0,0,0,0,0,0
Carter G. Phillips,2009,0,0,0,0,0,0,0
Carter G. Phillips,2009,0,0,0,0,0,0,0
Edwin S. Kneedler,2009,0,0,0,0,0,0,0
Edwin S. Kneedler,2009,0,0,0,0,0,0,0
"Walter E. Dellinger, III",2009,0,0,0,0,0,0,0
"Walter E. Dellinger, III",2009,0,0,0,0,0,0,0
"Robert A. Long, Jr.",2009,0,0,0,0,0,0,0
David C. Frederick,2009,0,0,0,0,0,0,0
Curtis E. Gannon,2009,0,0,0,0,0,0,0
John D. Donovan Jr.,2009,0,0,0,0,0,0,0
Richard D. Friedman,2009,0,0,0,0,0,0,0
Stephen R. McCullough,2009,0,0,0,0,0,0,0
Leondra R. Kruger,2009,0,0,0,0,0,0,0
Scott L. Nelson,2009,0,0,0,0,0,0,0
Christopher Landau,2009,0,0,0,0,0,0,0
Charles S. Sims,2009,0,0,0,0,0,0,0
Ginger D. Anders,2009,0,0,0,0,0,0,0
Deborah Jones Merritt,2009,0,0,0,0,0,0,0
Stephen Sanders,2009,0,0,0,0,0,0,0
Neal Kumar Katyal,2009,0,0,0,0,0,0,0
Paul D. Clement,2009,0,0,0,0,0,0,0
Sri Srinivasan,2009,0,0,0,0,0,0,0
Todd M. Schneider,2009,0,0,0,0,0,0,0
"G. Eric Brunstad, Jr.",2009,0,0,0,0,0,0,0
William M. Jay,2009,0,0,0,0,0,0,0
Madeleine C. Wanslee,2009,0,0,0,0,0,0,0
Toby J. Heytens,2009,0,0,0,0,0,0,0
Michael J. Meehan,2009,0,0,0,0,0,0,0
D. Kent Safriet,2009,0,0,0,0,0,0,0
Scott D. Makar,2009,0,0,0,0,0,0,0
Edwin S. Kneedler,2009,0,0,0,0,0,0,0
Joseph W. Jacquot,2009,0,0,0,0,0,0,0
David O'Neil,2009,0,0,0,0,0,0,0
Deborah K. Brueckheimer,2009,0,0,0,0,0,0,0
Thomas A. Dubbs,2009,0,0,0,0,0,0,0
George T. Conway III,2009,0,0,0,0,0,0,0
Matthew D. Roberts,2009,0,0,0,0,0,0,0
Donald B. Ayer,2009,0,0,0,0,0,0,0
Michael R. Dreeben,2009,0,0,0,0,0,0,0
Seth P. Waxman,2009,0,0,0,0,0,0,0
Cornelia T. L. Pillard,2009,0,0,0,0,0,0,0
Kevin K. Russell,2009,0,0,0,0,0,0,0
William M. Jay,2009,0,0,0,0,0,0,0
George S. Coakley,2009,0,0,0,0,0,0,0
Garry G. Mathiason,2009,0,0,0,0,0,0,0
Robert Bonsall,2009,0,0,0,0,0,0,0
Peter D. Nussbaum,2009,0,0,0,0,0,0,0
Elena Kagan,2009,0,0,0,0,0,0,0
G. Alan DuBois,2009,0,0,0,0,0,0,0
Charles A. Rothfeld,2009,0,0,0,0,0,0,0
Curtis E. Gannon,2009,0,0,0,0,0,0,0
Anthony A. Yang,2009,0,0,0,0,0,0,0
James D. Leach,2009,0,0,0,0,0,0,0
Kent L. Richland,2009,0,0,0,0,0,0,0
Neal Kumar Katyal,2009,0,0,0,0,0,0,0
Eric D. Miller,2009,0,0,0,0,0,0,0
Herald P. Fahringer,2009,0,0,0,0,0,0,0
Michael W. McConnell,2009,0,0,0,0,0,0,0
Gregory G. Garre,2009,0,0,0,0,0,0,0
Sri Srinivasan,2009,0,0,0,0,0,0,0
Michael R. Dreeben,2009,0,0,0,0,0,0,0
B. Eric Restuccia,2009,0,0,0,0,0,0,0
James Sterling Lawrence,2009,0,0,0,0,0,0,0
Sheldon E. Richie,2009,0,0,0,0,0,0,0
Neal Kumar Katyal,2009,0,0,0,0,0,0,0
B. Eric Restuccia,2009,0,0,0,0,0,0,0
Nicole A. Saharsky,2009,0,0,0,0,0,0,0
Alan Gura,2009,0,0,0,0,0,0,0
Paul D. Clement,2009,0,0,0,0,0,0,0
James A. Feldman,2009,0,0,0,0,0,0,0
Elaine J. Goldenberg,2009,0,0,0,0,0,0,0
Pratik A. Shah,2009,0,0,0,0,0,0,0
Conal Doyle,2009,0,0,0,0,0,0,0
James Scott Ballenger,2009,0,0,0,0,0,0,0
Anthony A. Yang,2009,0,0,0,0,0,0,0
David C. Frederick,2009,0,0,0,0,0,0,0
Shay Dvoretzky,2009,0,0,0,0,0,0,0
Patricia A. Millett,2009,0,0,0,0,0,0,0
Edwin S. Kneedler,2009,0,0,0,0,0,0,0
Benjamin J. Horwich,2009,0,0,0,0,0,0,0
Jeffrey L. Fisher,2009,0,0,0,0,0,0,0
Jeffrey A. Lamken,2009,0,0,0,0,0,0,0
David O'Neil,2009,0,0,0,0,0,0,0
"Christopher G. Browning, Jr.",2009,0,0,0,0,0,0,0
Mark T. Hurt,2009,0,0,0,0,0,0,0
Douglas Hallward-Driemeier,2009,0,0,0,0,0,0,0
Paul A. Castiglione,2009,0,0,0,0,0,0,0
William M. Jay,2009,0,0,0,0,0,0,0
Thomas Peters,2009,0,0,0,0,0,0,0
Elena Kagan,2009,0,0,0,0,0,0,0
Peter J. Eliasberg,2009,0,0,0,0,0,0,0
Craig Goldblatt,2009,0,0,0,0,0,0,0
Jeffrey B. Wall,2009,0,0,0,0,0,0,0
"G. Eric Brunstad, Jr.",2009,0,0,0,0,0,0,0
J. Scott Ballenger,2009,0,0,0,0,0,0,0
Thomas H. Geoghegan,2009,0,0,0,0,0,0,0
Jaclyn S. Frankfurt,2009,0,0,0,0,0,0,0
Elena Kagan,2009,0,0,0,0,0,0,0
Amy Howe,2009,0,0,0,0,0,0,0
Ginger D. Anders,2009,0,0,0,0,0,0,0
Stephen B. Kinnaird,2009,0,0,0,0,0,0,0
Wm. Robert Long Jr.,2009,0,0,0,0,0,0,0
Michael R. Dreeben,2009,0,0,0,0,0,0,0
Glen D. Nager,2009,0,0,0,0,0,0,0
Malcolm L. Stewart,2009,0,0,0,0,0,0,0
Gregg H. Levy,2009,0,0,0,0,0,0,0
Jeffrey A. Lamken,2009,0,0,0,0,0,0,0
Eric D. Miller,2009,0,0,0,0,0,0,0
Richard Blumenthal,2009,0,0,0,0,0,0,0
Randall L. Allen,2009,0,0,0,0,0,0,0
Judith Resnik,2009,0,0,0,0,0,0,0
Edwin S. Kneedler,2009,0,0,0,0,0,0,0
Douglas F. Gansler,2009,0,0,0,0,0,0,0
Toby J. Heytens,2009,0,0,0,0,0,0,0
Celia A. Davis,2009,0,0,0,0,0,0,0
Lisa Call,2009,0,0,0,0,0,0,0
Leondra R. Kruger,2009,0,0,0,0,0,0,0
Richard Cordray,2009,0,0,0,0,0,0,0
Michael J. Benza,2009,0,0,0,0,0,0,0
Mark T. Stancil,2009,0,0,0,0,0,0,0
Matthew D. Roberts,2009,0,0,0,0,0,0,0
Bryan S. Gowdy,2009,0,0,0,0,0,0,0
Scott D. Makar,2009,0,0,0,0,0,0,0
Bryan Stevenson,2009,0,0,0,0,0,0,0
Scott D. Makar,2009,0,0,0,0,0,0,0
Neal Kumar Katyal,2009,0,0,0,0,0,0,0
Patricia A. Millett,2009,0,0,0,0,0,0,0
"Robert A. Long, Jr.",2009,0,0,0,0,0,0,0
Peter K. Stris,2009,0,0,0,0,0,0,0
Matthew D. Roberts,2009,0,0,0,0,0,0,0
Michael A. Carvin,2009,0,0,0,0,0,0,0
Elena Kagan,2009,0,0,0,0,0,0,0
Jeffrey A. Lamken,2009,0,0,0,0,0,0,0
Miguel A. Estrada,2009,0,0,0,0,0,0,0
Michael R. Dreeben,2009,0,0,0,0,0,0,0
Kannon K. Shanmugam,2009,0,0,0,0,0,0,0
David C. Frederick,2009,0,0,0,0,0,0,0
Malcolm L. Stewart,2009,0,0,0,0,0,0,0
Rick M. Schoenfield,2009,0,0,0,0,0,0,0
Nicole A. Saharsky,2009,0,0,0,0,0,0,0
Amanda C. Leiter,2009,0,0,0,0,0,0,0
Kerry A. Scanlon,2009,0,0,0,0,0,0,0
Corey L. Maze,2009,0,0,0,0,0,0,0
Randolph H. Barnhouse,2009,0,0,0,0,0,0,0
Leonard J. Koerner,2009,0,0,0,0,0,0,0
Mark H. Cohen,2009,0,0,0,0,0,0,0
Pratik A. Shah,2009,0,0,0,0,0,0,0
Paul D. Clement,2009,0,0,0,0,0,0,0
John A. Payton,2009,0,0,0,0,0,0,0
Neal Kumar Katyal,2009,0,0,0,0,0,0,0
Benna Ruth Solomon,2009,0,0,0,0,0,0,0
Ronald Eisenberg,2009,0,0,0,0,0,0,0
Matthew C. Lawry,2009,0,0,0,0,0,0,0
Jan Hamilton,2009,0,0,0,0,0,0,0
Thomas C. Goldstein,2009,0,0,0,0,0,0,0
Sarah E. Harrington,2009,0,0,0,0,0,0,0
Jeffrey L. Fisher,2009,0,0,0,0,0,0,0
Corey L. Maze,2009,0,0,0,0,0,0,0
Benjamin C. Mizer,2009,0,0,0,0,0,0,0
Stephen C. Fitch,2009,0,0,0,0,0,0,0
Mark R. Bendure,2009,0,0,0,0,0,0,0
Robert S. Glazier,2009,0,0,0,0,0,0,0
Pamela S. Karlan,2009,0,0,0,0,0,0,0
Toby J. Heytens,2009,0,0,0,0,0,0,0
Anthony F. Shelley,2009,0,0,0,0,0,0,0
David C. Frederick,2009,0,0,0,0,0,0,0
John R. Ates,2009,0,0,0,0,0,0,0
Pratik A. Shah,2009,0,0,0,0,0,0,0
Gregory G. Garre,2009,0,0,0,0,0,0,0
Malcolm L. Stewart,2009,0,0,0,0,0,0,0
Lawrence S. Robbins,2009,0,0,0,0,0,0,0
Robert F. Friedman,2009,0,0,0,0,0,0,0
Ian E. Silverberg,2009,0,0,0,0,0,0,0
Todd G. Scher,2009,0,0,0,0,0,0,0
Scott D. Makar,2009,0,0,0,0,0,0,0
"James Bopp, Jr.",2009,0,0,0,0,0,0,0
Robert M. McKenna,2009,0,0,0,0,0,0,0
Sri Srinivasan,2009,0,0,0,0,0,0,0
Nicole A. Saharsky,2009,0,0,0,0,0,0,0
Lisa B. Freeland,2009,0,0,0,0,0,0,0
Leondra R. Kruger,2009,0,0,0,0,0,0,0
David C. Frederick,2009,0,0,0,0,0,0,0
Eric D. Miller,2009,0,0,0,0,0,0,0
H. Christopher Bartolomucci,2009,0,0,0,0,0,0,0
"Christopher G. Browning, Jr.",2009,0,0,0,0,0,0,0
Donald Specter,2010,0,0,0,0,0,0,0
Lori B. Palmer,2010,0,0,0,0,0,0,0
Leondra R. Kruger,2010,0,0,0,0,0,0,0
Peter Jon Van Hoek,2010,0,0,0,0,0,0,0
Harry Joseph Colombo,2010,0,0,0,0,0,0,0
Clifford Gardner,2010,0,0,0,0,0,0,0
Martin N. Buchanan,2010,0,0,0,0,0,0,0
William M. Jay,2010,0,0,0,0,0,0,0
Gregory G. Garre,2010,0,0,0,0,0,0,0
"Roy T. Englert, Jr.",2010,0,0,0,0,0,0,0
Aaron M. Panner,2010,0,0,0,0,0,0,0
Malcolm L. Stewart,2010,0,0,0,0,0,0,0
Kevin K. Russell,2010,0,0,0,0,0,0,0
Sarah E. Harrington,2010,0,0,0,0,0,0,0
James C. Ho,2010,0,0,0,0,0,0,0
Zackery P. Morazzini,2010,0,0,0,0,0,0,0
Paul M. Smith,2010,0,0,0,0,0,0,0
"Frank W. Heft, Jr.",2010,0,0,0,0,0,0,0
Curtis E. Gannon,2010,0,0,0,0,0,0,0
Lisa S. Blatt,2010,0,0,0,0,0,0,0
Eric D. Miller,2010,0,0,0,0,0,0,0
Jeffrey L. Fisher,2010,0,0,0,0,0,0,0
Gary K. King,2010,0,0,0,0,0,0,0
James W. Bilderback II,2010,0,0,0,0,0,0,0
Sean K. Kennedy,2010,0,0,0,0,0,0,0
Barbara S. Blackman,2010,0,0,0,0,0,0,0
Roy A. Cooper III,2010,0,0,0,0,0,0,0
Eric J. Feigin,2010,0,0,0,0,0,0,0
William E. Marsh,2010,0,0,0,0,0,0,0
Jeffrey B. Wall,2010,0,0,0,0,0,0,0
Orin S. Kerr,2010,0,0,0,0,0,0,0
Michael R. Dreeben,2010,0,0,0,0,0,0,0
Carter G. Phillips,2010,0,0,0,0,0,0,0
Neal Kumar Katyal,2010,0,0,0,0,0,0,0
Kristina Schwarz,2010,0,0,0,0,0,0,0
Caitlin J. Halligan,2010,0,0,0,0,0,0,0
Pratik A. Shah,2010,0,0,0,0,0,0,0
Jonathan Hacker,2010,0,0,0,0,0,0,0
David C. Frederick,2010,0,0,0,0,0,0,0
Pratik A. Shah,2010,0,0,0,0,0,0,0
Donald B. Ayer,2010,0,0,0,0,0,0,0
Malcolm L. Stewart,2010,0,0,0,0,0,0,0
Mark C. Fleming,2010,0,0,0,0,0,0,0
David S. Mann,2010,0,0,0,0,0,0,0
Anthony A. Yang,2010,0,0,0,0,0,0,0
Richard A. Monahan,2010,0,0,0,0,0,0,0
Philip S. Beck,2010,0,0,0,0,0,0,0
Paul D. Clement,2010,0,0,0,0,0,0,0
Michael R. Dreeben,2010,0,0,0,0,0,0,0
Stephen R. McAllister,2010,0,0,0,0,0,0,0
Carter G. Phillips,2010,0,0,0,0,0,0,0
Joshua D. Farley,2010,0,0,0,0,0,0,0
Ann O'Connell,2010,0,0,0,0,0,0,0
Jamesa J. Drake,2010,0,0,0,0,0,0,0
Lisa S. Blatt,2010,0,0,0,0,0,0,0
Ginger D. Anders,2010,0,0,0,0,0,0,0
David C. Frederick,2010,0,0,0,0,0,0,0
Anthony A. Yang,2010,0,0,0,0,0,0,0
Geoffrey M. Klineberg,2010,0,0,0,0,0,0,0
Carter G. Phillips,2010,0,0,0,0,0,0,0
Neal Kumar Katyal,2010,0,0,0,0,0,0,0
Arthur F. Fergenson,2010,0,0,0,0,0,0,0
Alexander W. Ross Jr.,2010,0,0,0,0,0,0,0
David Boies,2010,0,0,0,0,0,0,0
Nicole A. Saharsky,2010,0,0,0,0,0,0,0
John R. Kroger,2010,0,0,0,0,0,0,0
Leondra R. Kruger,2010,0,0,0,0,0,0,0
Carolyn A. Kubitschek,2010,0,0,0,0,0,0,0
Daniel R. Ortiz,2010,0,0,0,0,0,0,0
Joseph R. Palmore,2010,0,0,0,0,0,0,0
Eric Schnapper,2010,0,0,0,0,0,0,0
Matthew D. Roberts,2010,0,0,0,0,0,0,0
Jeffrey L. Fisher,2010,0,0,0,0,0,0,0
David C. Frederick,2010,0,0,0,0,0,0,0
Kathleen M. Sullivan,2010,0,0,0,0,0,0,0
Benjamin J. Horwich,2010,0,0,0,0,0,0,0
Andrew J. Pincus,2010,0,0,0,0,0,0,0
Nicole A. Saharsky,2010,0,0,0,0,0,0,0
Eric Schnapper,2010,0,0,0,0,0,0,0
Leondra R. Kruger,2010,0,0,0,0,0,0,0
Leigh Gross Latherow,2010,0,0,0,0,0,0,0
Seth P. Waxman,2010,0,0,0,0,0,0,0
Joseph R. Palmore,2010,0,0,0,0,0,0,0
Timothy T. Coates,2010,0,0,0,0,0,0,0
Andrew J. Pincus,2010,0,0,0,0,0,0,0
Eric Schnapper,2010,0,0,0,0,0,0,0
Eric D. Miller,2010,0,0,0,0,0,0,0
Roy G. Davis,2010,0,0,0,0,0,0,0
David L. Horan,2010,0,0,0,0,0,0,0
James E. Ryan,2010,0,0,0,0,0,0,0
Roy W. McLeese,2010,0,0,0,0,0,0,0
Carter G. Phillips,2010,0,0,0,0,0,0,0
Melissa Arbus Sherry,2010,0,0,0,0,0,0,0
Corey L. Maze,2010,0,0,0,0,0,0,0
Mark A. Perry,2010,0,0,0,0,0,0,0
David C. Frederick,2010,0,0,0,0,0,0,0
Curtis E. Gannon,2010,0,0,0,0,0,0,0
Seth M. Galanter,2010,0,0,0,0,0,0,0
Ginger D. Anders,2010,0,0,0,0,0,0,0
"E. Duncan Getchell, Jr.",2010,0,0,0,0,0,0,0
Neal Kumar Katyal,2010,0,0,0,0,0,0,0
Dan Stormer,2010,0,0,0,0,0,0,0
S. Kyle Duncan,2010,0,0,0,0,0,0,0
J. Gordon Cooney Jr.,2010,0,0,0,0,0,0,0
Steven F. Hubachek,2010,0,0,0,0,0,0,0
Edwin S. Kneedler,2010,0,0,0,0,0,0,0
John R. Kroger,2010,0,0,0,0,0,0,0
Steven T. Wax,2010,0,0,0,0,0,0,0
Alfredo Parrish,2010,0,0,0,0,0,0,0
Roy W. McLeese,2010,0,0,0,0,0,0,0
Adam G. Ciongoli,2010,0,0,0,0,0,0,0
David E. Mills,2010,0,0,0,0,0,0,0
Benjamin C. Mizer,2010,0,0,0,0,0,0,0
Sean E. Summers,2010,0,0,0,0,0,0,0
Margie J. Phelps,2010,0,0,0,0,0,0,0
Theodore B. Olson,2010,0,0,0,0,0,0,0
Stephen R. Bruce,2010,0,0,0,0,0,0,0
Edwin S. Kneedler,2010,0,0,0,0,0,0,0
James H. Kaster,2010,0,0,0,0,0,0,0
Jeffrey B. Wall,2010,0,0,0,0,0,0,0
Carter G. Phillips,2010,0,0,0,0,0,0,0
Theodore B. Olson,2010,0,0,0,0,0,0,0
Matthew D. Roberts,2010,0,0,0,0,0,0,0
Anthony A. Yang,2010,0,0,0,0,0,0,0
Danielle Spinelli,2010,0,0,0,0,0,0,0
Aaron L. Weisman,2010,0,0,0,0,0,0,0
Judith H. Mizner,2010,0,0,0,0,0,0,0
Andrew J. Pincus,2010,0,0,0,0,0,0,0
Deepak Gupta,2010,0,0,0,0,0,0,0
Robert C. Owen,2010,0,0,0,0,0,0,0
Gregory S. Coleman,2010,0,0,0,0,0,0,0
Christopher P. Burke,2010,0,0,0,0,0,0,0
Deanne E. Maynard,2010,0,0,0,0,0,0,0
Nicole A. Saharsky,2010,0,0,0,0,0,0,0
"Donald B. Verrilli, Jr.",2010,0,0,0,0,0,0,0
Michael J. Donahoe,2010,0,0,0,0,0,0,0
Neal Kumar Katyal,2010,0,0,0,0,0,0,0
Paula S. Bickett,2010,0,0,0,0,0,0,0
Paul Bender,2010,0,0,0,0,0,0,0
Jay P. Lefkowitz,2010,0,0,0,0,0,0,0
Louis M. Bograd,2010,0,0,0,0,0,0,0
Edwin S. Kneedler,2010,0,0,0,0,0,0,0
Todd Marshall,2010,0,0,0,0,0,0,0
Michael B. Bigelow,2010,0,0,0,0,0,0,0
Seth P. Waxman,2010,0,0,0,0,0,0,0
Leondra R. Kruger,2010,0,0,0,0,0,0,0
Stephanos Bibas,2010,0,0,0,0,0,0,0
E. Joshua Rosenkranz,2010,0,0,0,0,0,0,0
Mark T. Stancil,2010,0,0,0,0,0,0,0
Peter D. Keisler,2010,0,0,0,0,0,0,0
Neal Kumar Katyal,2010,0,0,0,0,0,0,0
Barbara D. Underwood,2010,0,0,0,0,0,0,0
Kent L. Richland,2010,0,0,0,0,0,0,0
Malcolm L. Stewart,2010,0,0,0,0,0,0,0
"Roy T. Englert, Jr.",2010,0,0,0,0,0,0,0
Steven Alan Reiss,2010,0,0,0,0,0,0,0
Jonathan A. Willens,2010,0,0,0,0,0,0,0
Melissa Arbus Sherry,2010,0,0,0,0,0,0,0
Charles A. Rothfeld,2010,0,0,0,0,0,0,0
David C. Frederick,2010,0,0,0,0,0,0,0
William R. Maurer,2010,0,0,0,0,0,0,0
Bradley S. Phillips,2010,0,0,0,0,0,0,0
William M. Jay,2010,0,0,0,0,0,0,0
Theodore J. Boutrous Jr.,2010,0,0,0,0,0,0,0
Joseph M. Sellers,2010,0,0,0,0,0,0,0
Thomas G. Hungar,2010,0,0,0,0,0,0,0
Seth P. Waxman,2010,0,0,0,0,0,0,0
Malcolm L. Stewart,2010,0,0,0,0,0,0,0
John J. Bursch,2010,0,0,0,0,0,0,0
Eric D. Miller,2010,0,0,0,0,0,0,0
Scott H. Angstreich,2010,0,0,0,0,0,0,0
Pratik A. Shah,2010,0,0,0,0,0,0,0
Steven D. Gordon,2010,0,0,0,0,0,0,0
Stephen C. Gordon,2010,0,0,0,0,0,0,0
Curtis E. Gannon,2010,0,0,0,0,0,0,0
Reuben C. Cahn,2010,0,0,0,0,0,0,0
Matthew D. Roberts,2010,0,0,0,0,0,0,0
Stephanos Bibas,2010,0,0,0,0,0,0,0
Stephen M. Crawford,2010,0,0,0,0,0,0,0
Sarah E. Harrington,2010,0,0,0,0,0,0,0
John P. Elwood,2010,0,0,0,0,0,0,0
E. Joshua Rosenkranz,2010,0,0,0,0,0,0,0
William Dunnegan,2010,0,0,0,0,0,0,0
R. Ted Cruz,2010,0,0,0,0,0,0,0
Meir Feder,2010,0,0,0,0,0,0,0
Benjamin J. Horwich,2010,0,0,0,0,0,0,0
Bridget C. Asay,2010,0,0,0,0,0,0,0
Edwin S. Kneedler,2010,0,0,0,0,0,0,0
Thomas C. Goldstein,2010,0,0,0,0,0,0,0
Neal Kumar Katyal,2010,0,0,0,0,0,0,0
Lee Gelernt,2010,0,0,0,0,0,0,0
Karin S. Schwartz,2011,0,0,0,0,0,0,0
Edwin S. Kneedler,2011,0,0,0,0,0,0,0
Carter G. Phillips,2011,0,0,0,0,0,0,0
Robert D. Bartels,2011,0,0,0,0,0,0,0
Kent E. Cattani,2011,0,0,0,0,0,0,0
Jeffrey B. Wall,2011,0,0,0,0,0,0,0
Michael L. Foreman,2011,0,0,0,0,0,0,0
John B. Howard Jr.,2011,0,0,0,0,0,0,0
Patricia A. Millett,2011,0,0,0,0,0,0,0
Nicole A. Saharsky,2011,0,0,0,0,0,0,0
Michael A. McGill,2011,0,0,0,0,0,0,0
Eric J. Feigin,2011,0,0,0,0,0,0,0
Raymond A. Cardozo,2011,0,0,0,0,0,0,0
Kevin K. Russell,2011,0,0,0,0,0,0,0
Ann O'Connell,2011,0,0,0,0,0,0,0
Thomas M. Hefferon,2011,0,0,0,0,0,0,0
Damien M. Schiff,2011,0,0,0,0,0,0,0
Malcolm L. Stewart,2011,0,0,0,0,0,0,0
Jonathan S. Franklin,2011,0,0,0,0,0,0,0
Pratik A. Shah,2011,0,0,0,0,0,0,0
John F. Preis,2011,0,0,0,0,0,0,0
William J. Young,2011,0,0,0,0,0,0,0
Jeremiah A. Collins,2011,0,0,0,0,0,0,0
Stephen M. Shapiro,2011,0,0,0,0,0,0,0
"Donald B. Verrilli, Jr.",2011,0,0,0,0,0,0,0
Richard P. Bress,2011,0,0,0,0,0,0,0
Scott L. Nelson,2011,0,0,0,0,0,0,0
Gregory G. Garre,2011,0,0,0,0,0,0,0
Stephanos Bibas,2011,0,0,0,0,0,0,0
Eric D. Miller,2011,0,0,0,0,0,0,0
Ginger D. Anders,2011,0,0,0,0,0,0,0
Aaron M. Panner,2011,0,0,0,0,0,0,0
Michael R. Dreeben,2011,0,0,0,0,0,0,0
Stephen C. Leckar,2011,0,0,0,0,0,0,0
Christopher Landau,2011,0,0,0,0,0,0,0
Jeffrey B. Wall,2011,0,0,0,0,0,0,0
Jeffrey I. Tilden,2011,0,0,0,0,0,0,0
Ward A. Campbell,2011,0,0,0,0,0,0,0
Seth P. Waxman,2011,0,0,0,0,0,0,0
"Donald B. Verrilli, Jr.",2011,0,0,0,0,0,0,0
Carter G. Phillips,2011,0,0,0,0,0,0,0
Seth P. Waxman,2011,0,0,0,0,0,0,0
Clifford M. Sloan,2011,0,0,0,0,0,0,0
Dustin McDaniel,2011,0,0,0,0,0,0,0
Joshua T. Gillelan II,2011,0,0,0,0,0,0,0
Joseph R. Palmore,2011,0,0,0,0,0,0,0
Peter D. Keisler,2011,0,0,0,0,0,0,0
Michael S. Fried,2011,0,0,0,0,0,0,0
Dan Himmelfarb,2011,0,0,0,0,0,0,0
Leondra R. Kruger,2011,0,0,0,0,0,0,0
Stephen B. Kinnaird,2011,0,0,0,0,0,0,0
Charles A. Rothfeld,2011,0,0,0,0,0,0,0
John J. Bursch,2011,0,0,0,0,0,0,0
William M. Jay,2011,0,0,0,0,0,0,0
Valerie R. Newman,2011,0,0,0,0,0,0,0
Paul D. Clement,2011,0,0,0,0,0,0,0
Edwin S. Kneedler,2011,0,0,0,0,0,0,0
Gregory G. Garre,2011,0,0,0,0,0,0,0
Steven J. Wells,2011,0,0,0,0,0,0,0
Benjamin J. Horwich,2011,0,0,0,0,0,0,0
Susan K. Smith,2011,0,0,0,0,0,0,0
Chris Koster,2011,0,0,0,0,0,0,0
Anthony A. Yang,2011,0,0,0,0,0,0,0
Emmett D. Queener,2011,0,0,0,0,0,0,0
Paul D. Clement,2011,0,0,0,0,0,0,0
Joseph R. Palmore,2011,0,0,0,0,0,0,0
David C. Frederick,2011,0,0,0,0,0,0,0
Anthony T. Falzone,2011,0,0,0,0,0,0,0
"Donald B. Verrilli, Jr.",2011,0,0,0,0,0,0,0
Douglas Laycock,2011,0,0,0,0,0,0,0
Leondra R. Kruger,2011,0,0,0,0,0,0,0
"Walter E. Dellinger, III",2011,0,0,0,0,0,0,0
Thomas J. Whalen,2011,0,0,0,0,0,0,0
Curtis E. Gannon,2011,0,0,0,0,0,0,0
Gregory G. Garre,2011,0,0,0,0,0,0,0
John C. Neiman Jr.,2011,0,0,0,0,0,0,0
Jeffrey L. Fisher,2011,0,0,0,0,0,0,0
Ronald Eisenberg,2011,0,0,0,0,0,0,0
Candace Cain,2011,0,0,0,0,0,0,0
Melissa Arbus Sherry,2011,0,0,0,0,0,0,0
John J. Bursch,2011,0,0,0,0,0,0,0
Ginger D. Anders,2011,0,0,0,0,0,0,0
Elizabeth L. Jacobs,2011,0,0,0,0,0,0,0
Mark C. Fleming,2011,0,0,0,0,0,0,0
Curtis E. Gannon,2011,0,0,0,0,0,0,0
Nathan Lewin,2011,0,0,0,0,0,0,0
"Donald B. Verrilli, Jr.",2011,0,0,0,0,0,0,0
Timothy T. Coates,2011,0,0,0,0,0,0,0
Sri Srinivasan,2011,0,0,0,0,0,0,0
Paul R. Q. Wolfson,2011,0,0,0,0,0,0,0
Aaron M. Panner,2011,0,0,0,0,0,0,0
Jeffrey A. Lamken,2011,0,0,0,0,0,0,0
Anthony A. Yang,2011,0,0,0,0,0,0,0
Jason D. Hawkins,2011,0,0,0,0,0,0,0
William M. Jay,2011,0,0,0,0,0,0,0
Evan A. Young,2011,0,0,0,0,0,0,0
Andrew J. Pincus,2011,0,0,0,0,0,0,0
