,speaker_name,year,sum_male,sum_female,sum_neutral_female,sum_neutral_male,sum_neutral,ratio_neutral_male,ratio_neutral_female,ratio_male,ratio_female
1453,William B. Collins,2008,0,0,0,0,0,0,0,0.0,0.0
1454,Jeffrey L. Fisher,2008,0,0,0,0,0,0,0,0.0,0.0
1455,Dana C. Hansen Chavis,2008,0,0,0,0,0,0,0,0.0,0.0
1456,William M. Jay,2008,0,0,0,0,0,0,0,0.0,0.0
1457,Timothy T. Coates,2008,0,0,0,0,0,0,0,0.0,0.0
1458,Michael R. Dreeben,2008,0,0,0,0,0,0,0,0.0,0.0
1459,E. Joshua Rosenkranz,2008,0,0,0,0,0,0,0,0.0,0.0
1460,Clay Riggs Smith,2008,0,0,0,0,0,0,0,0.0,0.0
1461,Jeremiah A. Collins,2008,0,0,0,0,0,0,0,0.0,0.0
1462,Mary H. Williams,2008,0,0,0,0,0,0,0,0.0,0.0
1463,Ernest G. Lannet,2008,0,0,0,0,0,0,0,0.0,0.0
1464,Lars R. Isaacson,2008,0,0,0,0,0,0,0,0.0,0.0
1465,Lisa H. Schertler,2008,0,0,0,0,0,0,0,0.0,0.0
1466,Gregory G. Garre,2008,0,0,0,0,0,0,0,0.0,0.0
1467,Theodore B. Olson,2008,0,0,0,0,0,0,0,0.0,0.0
1468,Thomas S. Waldo,2008,0,0,0,0,0,0,0,0.0,0.0
1469,James K. Leven,2008,0,0,0,0,0,0,0,0.0,0.0
1470,Michael A. Scodro,2008,0,0,0,0,0,0,0,0.0,0.0
1471,Matthew D. Roberts,2008,0,0,0,0,0,0,0,0.0,0.0
1472,Evan Mark Tager,2008,0,0,0,0,0,0,0,0.0,0.0
1473,Kevin K. Russell,2008,0,0,0,0,0,0,0,0.0,0.0
1474,Toby J. Heytens,2008,0,0,0,0,0,0,0,0.0,0.0
1475,M. Miller Baker,2008,0,0,0,0,0,0,0,0.0,0.0
1476,Paul M. De Marco,2008,0,0,0,0,0,0,0,0.0,0.0
1477,Sri Srinivasan,2008,0,0,0,0,0,0,0,0.0,0.0
1478,Eric D. Miller,2008,0,0,0,0,0,0,0,0.0,0.0
1479,Theodore B. Olson,2008,0,0,0,0,0,0,0,0.0,0.0
1480,Floyd Abrams,2008,0,0,0,0,0,0,0,0.0,0.0
1481,Elena Kagan,2008,0,0,0,0,0,0,0,0.0,0.0
1482,Seth P. Waxman,2008,0,0,0,0,0,0,0,0.0,0.0
1483,David W. McCreadie,2008,0,0,0,0,0,0,0,0.0,0.0
1484,Rod Sullivan,2008,0,0,0,0,0,0,0,0.0,0.0
1485,Pratik A. Shah,2008,0,0,0,0,0,0,0,0.0,0.0
1486,Matthew S. Freedus,2008,0,0,0,0,0,0,0,0.0,0.0
1487,Kenneth W. Starr,2008,0,0,0,0,0,0,0,0.0,0.0
1488,Sri Srinivasan,2008,0,0,0,0,0,0,0,0.0,0.0
1489,Nicole A. Saharsky,2008,0,0,0,0,0,0,0,0.0,0.0
1490,Barry R. Ostrager,2008,0,0,0,0,0,0,0,0.0,0.0
1491,Samuel Issacharoff,2008,0,0,0,0,0,0,0,0.0,0.0
1492,Jacob C. Cohn,2008,0,0,0,0,0,0,0,0.0,0.0
1493,Gary Feinerman,2008,0,0,0,0,0,0,0,0.0,0.0
1494,David B. Salmons,2008,0,0,0,0,0,0,0,0.0,0.0
1495,Eric D. Miller,2008,0,0,0,0,0,0,0,0.0,0.0
1496,Charles A. Rothfeld,2008,0,0,0,0,0,0,0,0.0,0.0
1497,Theodore B. Olson,2008,0,0,0,0,0,0,0,0.0,0.0
1498,Gregory S. Coleman,2008,0,0,0,0,0,0,0,0.0,0.0
1499,Neal Kumar Katyal,2008,0,0,0,0,0,0,0,0.0,0.0
1500,Debo P. Adegbile,2008,0,0,0,0,0,0,0,0.0,0.0
1501,Eric Schnapper,2008,0,0,0,0,0,0,0,0.0,0.0
1502,Lisa S. Blatt,2008,0,0,0,0,0,0,0,0.0,0.0
1503,Carter G. Phillips,2008,0,0,0,0,0,0,0,0.0,0.0
1504,Barbara D. Underwood,2008,0,0,0,0,0,0,0,0.0,0.0
1505,Malcolm L. Stewart,2008,0,0,0,0,0,0,0,0.0,0.0
1506,Seth P. Waxman,2008,0,0,0,0,0,0,0,0.0,0.0
1507,Matthew W. Wright,2008,0,0,0,0,0,0,0,0.0,0.0
1508,David O'Neil,2008,0,0,0,0,0,0,0,0.0,0.0
1509,Adam B. Wolf,2008,0,0,0,0,0,0,0,0.0,0.0
1510,Thomas E. Moseley,2008,0,0,0,0,0,0,0,0.0,0.0
1511,Curtis E. Gannon,2008,0,0,0,0,0,0,0,0.0,0.0
1512,Scott J. Forster,2008,0,0,0,0,0,0,0,0.0,0.0
1513,Deanne E. Maynard,2008,0,0,0,0,0,0,0,0.0,0.0
1514,Benjamin C. Mizer,2008,0,0,0,0,0,0,0,0.0,0.0
1515,John H. Blume,2008,0,0,0,0,0,0,0,0.0,0.0
1516,Kenneth M. Rosenstein,2008,0,0,0,0,0,0,0,0.0,0.0
1517,Neal Kumar Katyal,2008,0,0,0,0,0,0,0,0.0,0.0
1518,Peter Neufeld,2008,0,0,0,0,0,0,0,0.0,0.0
1519,Gideon A. Schor,2008,0,0,0,0,0,0,0,0.0,0.0
1520,Paul T. Rephen,2008,0,0,0,0,0,0,0,0.0,0.0
1521,Jeffrey B. Wall,2008,0,0,0,0,0,0,0,0.0,0.0
1522,Samuel J. Buffone,2008,0,0,0,0,0,0,0,0.0,0.0
1523,Michael R. Dreeben,2008,0,0,0,0,0,0,0,0.0,0.0
1524,Lindsay C. Harrison,2008,0,0,0,0,0,0,0,0.0,0.0
1525,Edwin S. Kneedler,2008,0,0,0,0,0,0,0,0.0,0.0
1526,Christina Rainville,2008,0,0,0,0,0,0,0,0.0,0.0
1527,Leondra R. Kruger,2008,0,0,0,0,0,0,0,0.0,0.0
1528,William A. Nelson,2008,0,0,0,0,0,0,0,0.0,0.0
1529,Steve Six,2008,0,0,0,0,0,0,0,0.0,0.0
1530,John W. Suthers,2008,0,0,0,0,0,0,0,0.0,0.0
1531,J. Michael Jakes,2009,0,0,0,0,0,0,0,0.0,0.0
1532,J. Michael Jakes,2009,0,0,0,0,0,0,0,0.0,0.0
1533,Malcolm L. Stewart,2009,0,0,0,0,0,0,0,0.0,0.0
1534,Malcolm L. Stewart,2009,0,0,0,0,0,0,0,0.0,0.0
1535,Carter G. Phillips,2009,0,0,0,0,0,0,0,0.0,0.0
1536,Carter G. Phillips,2009,0,0,0,0,0,0,0,0.0,0.0
1537,Edwin S. Kneedler,2009,0,0,0,0,0,0,0,0.0,0.0
1538,Edwin S. Kneedler,2009,0,0,0,0,0,0,0,0.0,0.0
1539,"Walter E. Dellinger, III",2009,0,0,0,0,0,0,0,0.0,0.0
1540,"Walter E. Dellinger, III",2009,0,0,0,0,0,0,0,0.0,0.0
1541,"Robert A. Long, Jr.",2009,0,0,0,0,0,0,0,0.0,0.0
1542,David C. Frederick,2009,0,0,0,0,0,0,0,0.0,0.0
1543,Curtis E. Gannon,2009,0,0,0,0,0,0,0,0.0,0.0
1544,John D. Donovan Jr.,2009,0,0,0,0,0,0,0,0.0,0.0
1545,Richard D. Friedman,2009,0,0,0,0,0,0,0,0.0,0.0
1546,Stephen R. McCullough,2009,0,0,0,0,0,0,0,0.0,0.0
1547,Leondra R. Kruger,2009,0,0,0,0,0,0,0,0.0,0.0
1548,Scott L. Nelson,2009,0,0,0,0,0,0,0,0.0,0.0
1549,Christopher Landau,2009,0,0,0,0,0,0,0,0.0,0.0
1550,Charles S. Sims,2009,0,0,0,0,0,0,0,0.0,0.0
1551,Ginger D. Anders,2009,0,0,0,0,0,0,0,0.0,0.0
1552,Deborah Jones Merritt,2009,0,0,0,0,0,0,0,0.0,0.0
1553,Stephen Sanders,2009,0,0,0,0,0,0,0,0.0,0.0
1554,Neal Kumar Katyal,2009,0,0,0,0,0,0,0,0.0,0.0
1555,Paul D. Clement,2009,0,0,0,0,0,0,0,0.0,0.0
1556,Sri Srinivasan,2009,0,0,0,0,0,0,0,0.0,0.0
1557,Todd M. Schneider,2009,0,0,0,0,0,0,0,0.0,0.0
1558,"G. Eric Brunstad, Jr.",2009,0,0,0,0,0,0,0,0.0,0.0
1559,William M. Jay,2009,0,0,0,0,0,0,0,0.0,0.0
1560,Madeleine C. Wanslee,2009,0,0,0,0,0,0,0,0.0,0.0
1561,Toby J. Heytens,2009,0,0,0,0,0,0,0,0.0,0.0
1562,Michael J. Meehan,2009,0,0,0,0,0,0,0,0.0,0.0
1563,D. Kent Safriet,2009,0,0,0,0,0,0,0,0.0,0.0
1564,Scott D. Makar,2009,0,0,0,0,0,0,0,0.0,0.0
1565,Edwin S. Kneedler,2009,0,0,0,0,0,0,0,0.0,0.0
1566,Joseph W. Jacquot,2009,0,0,0,0,0,0,0,0.0,0.0
1567,David O'Neil,2009,0,0,0,0,0,0,0,0.0,0.0
1568,Deborah K. Brueckheimer,2009,0,0,0,0,0,0,0,0.0,0.0
1569,Thomas A. Dubbs,2009,0,0,0,0,0,0,0,0.0,0.0
1570,George T. Conway III,2009,0,0,0,0,0,0,0,0.0,0.0
1571,Matthew D. Roberts,2009,0,0,0,0,0,0,0,0.0,0.0
1572,Donald B. Ayer,2009,0,0,0,0,0,0,0,0.0,0.0
1573,Michael R. Dreeben,2009,0,0,0,0,0,0,0,0.0,0.0
1574,Seth P. Waxman,2009,0,0,0,0,0,0,0,0.0,0.0
1575,Cornelia T. L. Pillard,2009,0,0,0,0,0,0,0,0.0,0.0
1576,Kevin K. Russell,2009,0,0,0,0,0,0,0,0.0,0.0
1577,William M. Jay,2009,0,0,0,0,0,0,0,0.0,0.0
1578,George S. Coakley,2009,0,0,0,0,0,0,0,0.0,0.0
1579,Garry G. Mathiason,2009,0,0,0,0,0,0,0,0.0,0.0
1580,Robert Bonsall,2009,0,0,0,0,0,0,0,0.0,0.0
1581,Peter D. Nussbaum,2009,0,0,0,0,0,0,0,0.0,0.0
1582,Elena Kagan,2009,0,0,0,0,0,0,0,0.0,0.0
1583,G. Alan DuBois,2009,0,0,0,0,0,0,0,0.0,0.0
1584,Charles A. Rothfeld,2009,0,0,0,0,0,0,0,0.0,0.0
1585,Curtis E. Gannon,2009,0,0,0,0,0,0,0,0.0,0.0
1586,Anthony A. Yang,2009,0,0,0,0,0,0,0,0.0,0.0
1587,James D. Leach,2009,0,0,0,0,0,0,0,0.0,0.0
1588,Kent L. Richland,2009,0,0,0,0,0,0,0,0.0,0.0
1589,Neal Kumar Katyal,2009,0,0,0,0,0,0,0,0.0,0.0
1590,Eric D. Miller,2009,0,0,0,0,0,0,0,0.0,0.0
1591,Herald P. Fahringer,2009,0,0,0,0,0,0,0,0.0,0.0
1592,Michael W. McConnell,2009,0,0,0,0,0,0,0,0.0,0.0
1593,Gregory G. Garre,2009,0,0,0,0,0,0,0,0.0,0.0
1594,Sri Srinivasan,2009,0,0,0,0,0,0,0,0.0,0.0
1595,Michael R. Dreeben,2009,0,0,0,0,0,0,0,0.0,0.0
1596,B. Eric Restuccia,2009,0,0,0,0,0,0,0,0.0,0.0
1597,James Sterling Lawrence,2009,0,0,0,0,0,0,0,0.0,0.0
1598,Sheldon E. Richie,2009,0,0,0,0,0,0,0,0.0,0.0
1599,Neal Kumar Katyal,2009,0,0,0,0,0,0,0,0.0,0.0
1600,B. Eric Restuccia,2009,0,0,0,0,0,0,0,0.0,0.0
1601,Nicole A. Saharsky,2009,0,0,0,0,0,0,0,0.0,0.0
1602,Alan Gura,2009,0,0,0,0,0,0,0,0.0,0.0
1603,Paul D. Clement,2009,0,0,0,0,0,0,0,0.0,0.0
1604,James A. Feldman,2009,0,0,0,0,0,0,0,0.0,0.0
1605,Elaine J. Goldenberg,2009,0,0,0,0,0,0,0,0.0,0.0
1606,Pratik A. Shah,2009,0,0,0,0,0,0,0,0.0,0.0
1607,Conal Doyle,2009,0,0,0,0,0,0,0,0.0,0.0
1608,James Scott Ballenger,2009,0,0,0,0,0,0,0,0.0,0.0
1609,Anthony A. Yang,2009,0,0,0,0,0,0,0,0.0,0.0
1610,David C. Frederick,2009,0,0,0,0,0,0,0,0.0,0.0
1611,Shay Dvoretzky,2009,0,0,0,0,0,0,0,0.0,0.0
1612,Patricia A. Millett,2009,0,0,0,0,0,0,0,0.0,0.0
1613,Edwin S. Kneedler,2009,0,0,0,0,0,0,0,0.0,0.0
1614,Benjamin J. Horwich,2009,0,0,0,0,0,0,0,0.0,0.0
1615,Jeffrey L. Fisher,2009,0,0,0,0,0,0,0,0.0,0.0
1616,Jeffrey A. Lamken,2009,0,0,0,0,0,0,0,0.0,0.0
1617,David O'Neil,2009,0,0,0,0,0,0,0,0.0,0.0
1618,"Christopher G. Browning, Jr.",2009,0,0,0,0,0,0,0,0.0,0.0
1619,Mark T. Hurt,2009,0,0,0,0,0,0,0,0.0,0.0
1620,Douglas Hallward-Driemeier,2009,0,0,0,0,0,0,0,0.0,0.0
1621,Paul A. Castiglione,2009,0,0,0,0,0,0,0,0.0,0.0
1622,William M. Jay,2009,0,0,0,0,0,0,0,0.0,0.0
1623,Thomas Peters,2009,0,0,0,0,0,0,0,0.0,0.0
1624,Elena Kagan,2009,0,0,0,0,0,0,0,0.0,0.0
1625,Peter J. Eliasberg,2009,0,0,0,0,0,0,0,0.0,0.0
1626,Craig Goldblatt,2009,0,0,0,0,0,0,0,0.0,0.0
1627,Jeffrey B. Wall,2009,0,0,0,0,0,0,0,0.0,0.0
1628,"G. Eric Brunstad, Jr.",2009,0,0,0,0,0,0,0,0.0,0.0
1629,J. Scott Ballenger,2009,0,0,0,0,0,0,0,0.0,0.0
1630,Thomas H. Geoghegan,2009,0,0,0,0,0,0,0,0.0,0.0
1631,Jaclyn S. Frankfurt,2009,0,0,0,0,0,0,0,0.0,0.0
1632,Elena Kagan,2009,0,0,0,0,0,0,0,0.0,0.0
1633,Amy Howe,2009,0,0,0,0,0,0,0,0.0,0.0
1634,Ginger D. Anders,2009,0,0,0,0,0,0,0,0.0,0.0
1635,Stephen B. Kinnaird,2009,0,0,0,0,0,0,0,0.0,0.0
1636,Wm. Robert Long Jr.,2009,0,0,0,0,0,0,0,0.0,0.0
1637,Michael R. Dreeben,2009,0,0,0,0,0,0,0,0.0,0.0
1638,Glen D. Nager,2009,0,0,0,0,0,0,0,0.0,0.0
1639,Malcolm L. Stewart,2009,0,0,0,0,0,0,0,0.0,0.0
1640,Gregg H. Levy,2009,0,0,0,0,0,0,0,0.0,0.0
1641,Jeffrey A. Lamken,2009,0,0,0,0,0,0,0,0.0,0.0
1642,Eric D. Miller,2009,0,0,0,0,0,0,0,0.0,0.0
1643,Richard Blumenthal,2009,0,0,0,0,0,0,0,0.0,0.0
1644,Randall L. Allen,2009,0,0,0,0,0,0,0,0.0,0.0
1645,Judith Resnik,2009,0,0,0,0,0,0,0,0.0,0.0
1646,Edwin S. Kneedler,2009,0,0,0,0,0,0,0,0.0,0.0
1647,Douglas F. Gansler,2009,0,0,0,0,0,0,0,0.0,0.0
1648,Toby J. Heytens,2009,0,0,0,0,0,0,0,0.0,0.0
1649,Celia A. Davis,2009,0,0,0,0,0,0,0,0.0,0.0
1650,Lisa Call,2009,0,0,0,0,0,0,0,0.0,0.0
1651,Leondra R. Kruger,2009,0,0,0,0,0,0,0,0.0,0.0
1652,Richard Cordray,2009,0,0,0,0,0,0,0,0.0,0.0
1653,Michael J. Benza,2009,0,0,0,0,0,0,0,0.0,0.0
1654,Mark T. Stancil,2009,0,0,0,0,0,0,0,0.0,0.0
1655,Matthew D. Roberts,2009,0,0,0,0,0,0,0,0.0,0.0
1656,Bryan S. Gowdy,2009,0,0,0,0,0,0,0,0.0,0.0
1657,Scott D. Makar,2009,0,0,0,0,0,0,0,0.0,0.0
1658,Bryan Stevenson,2009,0,0,0,0,0,0,0,0.0,0.0
1659,Scott D. Makar,2009,0,0,0,0,0,0,0,0.0,0.0
1660,Neal Kumar Katyal,2009,0,0,0,0,0,0,0,0.0,0.0
1661,Patricia A. Millett,2009,0,0,0,0,0,0,0,0.0,0.0
1662,"Robert A. Long, Jr.",2009,0,0,0,0,0,0,0,0.0,0.0
1663,Peter K. Stris,2009,0,0,0,0,0,0,0,0.0,0.0
1664,Matthew D. Roberts,2009,0,0,0,0,0,0,0,0.0,0.0
1665,Michael A. Carvin,2009,0,0,0,0,0,0,0,0.0,0.0
1666,Elena Kagan,2009,0,0,0,0,0,0,0,0.0,0.0
1667,Jeffrey A. Lamken,2009,0,0,0,0,0,0,0,0.0,0.0
1668,Miguel A. Estrada,2009,0,0,0,0,0,0,0,0.0,0.0
1669,Michael R. Dreeben,2009,0,0,0,0,0,0,0,0.0,0.0
1670,Kannon K. Shanmugam,2009,0,0,0,0,0,0,0,0.0,0.0
1671,David C. Frederick,2009,0,0,0,0,0,0,0,0.0,0.0
1672,Malcolm L. Stewart,2009,0,0,0,0,0,0,0,0.0,0.0
1673,Rick M. Schoenfield,2009,0,0,0,0,0,0,0,0.0,0.0
1674,Nicole A. Saharsky,2009,0,0,0,0,0,0,0,0.0,0.0
1675,Amanda C. Leiter,2009,0,0,0,0,0,0,0,0.0,0.0
1676,Kerry A. Scanlon,2009,0,0,0,0,0,0,0,0.0,0.0
1677,Corey L. Maze,2009,0,0,0,0,0,0,0,0.0,0.0
1678,Randolph H. Barnhouse,2009,0,0,0,0,0,0,0,0.0,0.0
1679,Leonard J. Koerner,2009,0,0,0,0,0,0,0,0.0,0.0
1680,Mark H. Cohen,2009,0,0,0,0,0,0,0,0.0,0.0
1681,Pratik A. Shah,2009,0,0,0,0,0,0,0,0.0,0.0
1682,Paul D. Clement,2009,0,0,0,0,0,0,0,0.0,0.0
1683,John A. Payton,2009,0,0,0,0,0,0,0,0.0,0.0
1684,Neal Kumar Katyal,2009,0,0,0,0,0,0,0,0.0,0.0
1685,Benna Ruth Solomon,2009,0,0,0,0,0,0,0,0.0,0.0
1686,Ronald Eisenberg,2009,0,0,0,0,0,0,0,0.0,0.0
1687,Matthew C. Lawry,2009,0,0,0,0,0,0,0,0.0,0.0
1688,Jan Hamilton,2009,0,0,0,0,0,0,0,0.0,0.0
1689,Thomas C. Goldstein,2009,0,0,0,0,0,0,0,0.0,0.0
1690,Sarah E. Harrington,2009,0,0,0,0,0,0,0,0.0,0.0
1691,Jeffrey L. Fisher,2009,0,0,0,0,0,0,0,0.0,0.0
1692,Corey L. Maze,2009,0,0,0,0,0,0,0,0.0,0.0
1693,Benjamin C. Mizer,2009,0,0,0,0,0,0,0,0.0,0.0
1694,Stephen C. Fitch,2009,0,0,0,0,0,0,0,0.0,0.0
1695,Mark R. Bendure,2009,0,0,0,0,0,0,0,0.0,0.0
1696,Robert S. Glazier,2009,0,0,0,0,0,0,0,0.0,0.0
1697,Pamela S. Karlan,2009,0,0,0,0,0,0,0,0.0,0.0
1698,Toby J. Heytens,2009,0,0,0,0,0,0,0,0.0,0.0
1699,Anthony F. Shelley,2009,0,0,0,0,0,0,0,0.0,0.0
1700,David C. Frederick,2009,0,0,0,0,0,0,0,0.0,0.0
1701,John R. Ates,2009,0,0,0,0,0,0,0,0.0,0.0
1702,Pratik A. Shah,2009,0,0,0,0,0,0,0,0.0,0.0
1703,Gregory G. Garre,2009,0,0,0,0,0,0,0,0.0,0.0
1704,Malcolm L. Stewart,2009,0,0,0,0,0,0,0,0.0,0.0
1705,Lawrence S. Robbins,2009,0,0,0,0,0,0,0,0.0,0.0
1706,Robert F. Friedman,2009,0,0,0,0,0,0,0,0.0,0.0
1707,Ian E. Silverberg,2009,0,0,0,0,0,0,0,0.0,0.0
1708,Todd G. Scher,2009,0,0,0,0,0,0,0,0.0,0.0
1709,Scott D. Makar,2009,0,0,0,0,0,0,0,0.0,0.0
1710,"James Bopp, Jr.",2009,0,0,0,0,0,0,0,0.0,0.0
1711,Robert M. McKenna,2009,0,0,0,0,0,0,0,0.0,0.0
1712,Sri Srinivasan,2009,0,0,0,0,0,0,0,0.0,0.0
1713,Nicole A. Saharsky,2009,0,0,0,0,0,0,0,0.0,0.0
1714,Lisa B. Freeland,2009,0,0,0,0,0,0,0,0.0,0.0
1715,Leondra R. Kruger,2009,0,0,0,0,0,0,0,0.0,0.0
1716,David C. Frederick,2009,0,0,0,0,0,0,0,0.0,0.0
1717,Eric D. Miller,2009,0,0,0,0,0,0,0,0.0,0.0
1718,H. Christopher Bartolomucci,2009,0,0,0,0,0,0,0,0.0,0.0
1719,"Christopher G. Browning, Jr.",2009,0,0,0,0,0,0,0,0.0,0.0
1720,Donald Specter,2010,0,0,0,0,0,0,0,0.0,0.0
1721,Lori B. Palmer,2010,0,0,0,0,0,0,0,0.0,0.0
1722,Leondra R. Kruger,2010,0,0,0,0,0,0,0,0.0,0.0
1723,Peter Jon Van Hoek,2010,0,0,0,0,0,0,0,0.0,0.0
1724,Harry Joseph Colombo,2010,0,0,0,0,0,0,0,0.0,0.0
1725,Clifford Gardner,2010,0,0,0,0,0,0,0,0.0,0.0
1726,Martin N. Buchanan,2010,0,0,0,0,0,0,0,0.0,0.0
1727,William M. Jay,2010,0,0,0,0,0,0,0,0.0,0.0
1728,Gregory G. Garre,2010,0,0,0,0,0,0,0,0.0,0.0
1729,"Roy T. Englert, Jr.",2010,0,0,0,0,0,0,0,0.0,0.0
1730,Aaron M. Panner,2010,0,0,0,0,0,0,0,0.0,0.0
1731,Malcolm L. Stewart,2010,0,0,0,0,0,0,0,0.0,0.0
1732,Kevin K. Russell,2010,0,0,0,0,0,0,0,0.0,0.0
1733,Sarah E. Harrington,2010,0,0,0,0,0,0,0,0.0,0.0
1734,James C. Ho,2010,0,0,0,0,0,0,0,0.0,0.0
1735,Zackery P. Morazzini,2010,0,0,0,0,0,0,0,0.0,0.0
1736,Paul M. Smith,2010,0,0,0,0,0,0,0,0.0,0.0
1737,"Frank W. Heft, Jr.",2010,0,0,0,0,0,0,0,0.0,0.0
1738,Curtis E. Gannon,2010,0,0,0,0,0,0,0,0.0,0.0
1739,Lisa S. Blatt,2010,0,0,0,0,0,0,0,0.0,0.0
1740,Eric D. Miller,2010,0,0,0,0,0,0,0,0.0,0.0
1741,Jeffrey L. Fisher,2010,0,0,0,0,0,0,0,0.0,0.0
1742,Gary K. King,2010,0,0,0,0,0,0,0,0.0,0.0
1743,James W. Bilderback II,2010,0,0,0,0,0,0,0,0.0,0.0
1744,Sean K. Kennedy,2010,0,0,0,0,0,0,0,0.0,0.0
1745,Barbara S. Blackman,2010,0,0,0,0,0,0,0,0.0,0.0
1746,Roy A. Cooper III,2010,0,0,0,0,0,0,0,0.0,0.0
1747,Eric J. Feigin,2010,0,0,0,0,0,0,0,0.0,0.0
1748,William E. Marsh,2010,0,0,0,0,0,0,0,0.0,0.0
1749,Jeffrey B. Wall,2010,0,0,0,0,0,0,0,0.0,0.0
1750,Orin S. Kerr,2010,0,0,0,0,0,0,0,0.0,0.0
1751,Michael R. Dreeben,2010,0,0,0,0,0,0,0,0.0,0.0
1752,Carter G. Phillips,2010,0,0,0,0,0,0,0,0.0,0.0
1753,Neal Kumar Katyal,2010,0,0,0,0,0,0,0,0.0,0.0
1754,Kristina Schwarz,2010,0,0,0,0,0,0,0,0.0,0.0
1755,Caitlin J. Halligan,2010,0,0,0,0,0,0,0,0.0,0.0
1756,Pratik A. Shah,2010,0,0,0,0,0,0,0,0.0,0.0
1757,Jonathan Hacker,2010,0,0,0,0,0,0,0,0.0,0.0
1758,David C. Frederick,2010,0,0,0,0,0,0,0,0.0,0.0
1759,Pratik A. Shah,2010,0,0,0,0,0,0,0,0.0,0.0
1760,Donald B. Ayer,2010,0,0,0,0,0,0,0,0.0,0.0
1761,Malcolm L. Stewart,2010,0,0,0,0,0,0,0,0.0,0.0
1762,Mark C. Fleming,2010,0,0,0,0,0,0,0,0.0,0.0
1763,David S. Mann,2010,0,0,0,0,0,0,0,0.0,0.0
1764,Anthony A. Yang,2010,0,0,0,0,0,0,0,0.0,0.0
1765,Richard A. Monahan,2010,0,0,0,0,0,0,0,0.0,0.0
1766,Philip S. Beck,2010,0,0,0,0,0,0,0,0.0,0.0
1767,Paul D. Clement,2010,0,0,0,0,0,0,0,0.0,0.0
1768,Michael R. Dreeben,2010,0,0,0,0,0,0,0,0.0,0.0
1769,Stephen R. McAllister,2010,0,0,0,0,0,0,0,0.0,0.0
1770,Carter G. Phillips,2010,0,0,0,0,0,0,0,0.0,0.0
1771,Joshua D. Farley,2010,0,0,0,0,0,0,0,0.0,0.0
1772,Ann O'Connell,2010,0,0,0,0,0,0,0,0.0,0.0
1773,Jamesa J. Drake,2010,0,0,0,0,0,0,0,0.0,0.0
1774,Lisa S. Blatt,2010,0,0,0,0,0,0,0,0.0,0.0
1775,Ginger D. Anders,2010,0,0,0,0,0,0,0,0.0,0.0
1776,David C. Frederick,2010,0,0,0,0,0,0,0,0.0,0.0
1777,Anthony A. Yang,2010,0,0,0,0,0,0,0,0.0,0.0
1778,Geoffrey M. Klineberg,2010,0,0,0,0,0,0,0,0.0,0.0
1779,Carter G. Phillips,2010,0,0,0,0,0,0,0,0.0,0.0
1780,Neal Kumar Katyal,2010,0,0,0,0,0,0,0,0.0,0.0
1781,Arthur F. Fergenson,2010,0,0,0,0,0,0,0,0.0,0.0
1782,Alexander W. Ross Jr.,2010,0,0,0,0,0,0,0,0.0,0.0
1783,David Boies,2010,0,0,0,0,0,0,0,0.0,0.0
1784,Nicole A. Saharsky,2010,0,0,0,0,0,0,0,0.0,0.0
1785,John R. Kroger,2010,0,0,0,0,0,0,0,0.0,0.0
1786,Leondra R. Kruger,2010,0,0,0,0,0,0,0,0.0,0.0
1787,Carolyn A. Kubitschek,2010,0,0,0,0,0,0,0,0.0,0.0
1788,Daniel R. Ortiz,2010,0,0,0,0,0,0,0,0.0,0.0
1789,Joseph R. Palmore,2010,0,0,0,0,0,0,0,0.0,0.0
1790,Eric Schnapper,2010,0,0,0,0,0,0,0,0.0,0.0
1791,Matthew D. Roberts,2010,0,0,0,0,0,0,0,0.0,0.0
1792,Jeffrey L. Fisher,2010,0,0,0,0,0,0,0,0.0,0.0
1793,David C. Frederick,2010,0,0,0,0,0,0,0,0.0,0.0
1794,Kathleen M. Sullivan,2010,0,0,0,0,0,0,0,0.0,0.0
1795,Benjamin J. Horwich,2010,0,0,0,0,0,0,0,0.0,0.0
1796,Andrew J. Pincus,2010,0,0,0,0,0,0,0,0.0,0.0
1797,Nicole A. Saharsky,2010,0,0,0,0,0,0,0,0.0,0.0
1798,Eric Schnapper,2010,0,0,0,0,0,0,0,0.0,0.0
1799,Leondra R. Kruger,2010,0,0,0,0,0,0,0,0.0,0.0
1800,Leigh Gross Latherow,2010,0,0,0,0,0,0,0,0.0,0.0
1801,Seth P. Waxman,2010,0,0,0,0,0,0,0,0.0,0.0
1802,Joseph R. Palmore,2010,0,0,0,0,0,0,0,0.0,0.0
1803,Timothy T. Coates,2010,0,0,0,0,0,0,0,0.0,0.0
1804,Andrew J. Pincus,2010,0,0,0,0,0,0,0,0.0,0.0
1805,Eric Schnapper,2010,0,0,0,0,0,0,0,0.0,0.0
1806,Eric D. Miller,2010,0,0,0,0,0,0,0,0.0,0.0
1807,Roy G. Davis,2010,0,0,0,0,0,0,0,0.0,0.0
1808,David L. Horan,2010,0,0,0,0,0,0,0,0.0,0.0
1809,James E. Ryan,2010,0,0,0,0,0,0,0,0.0,0.0
1810,Roy W. McLeese,2010,0,0,0,0,0,0,0,0.0,0.0
1811,Carter G. Phillips,2010,0,0,0,0,0,0,0,0.0,0.0
1812,Melissa Arbus Sherry,2010,0,0,0,0,0,0,0,0.0,0.0
1813,Corey L. Maze,2010,0,0,0,0,0,0,0,0.0,0.0
