Year,TextGrid,TierNumber,TierName,useable,
2006,2006_06_484.TextGrid,9,ruth bader ginsburg,1,
2006,2006_06_484.TextGrid,10,stephen g breyer,1,
2006,2006_06_484.TextGrid,11,kannon k shanmugam,1,
2006,2006_06_5247.TextGrid,1,david h souter,1,
2006,2006_06_5247.TextGrid,2,ross c moody,1,
2006,2006_06_5247.TextGrid,3,antonin scalia,1,
2006,2006_06_5247.TextGrid,4,victor s haltom,1,
2006,2006_06_5247.TextGrid,5,john g roberts jr,1,
2006,2006_06_5247.TextGrid,6,patricia a millett,1,
2006,2006_06_5247.TextGrid,7,john paul stevens,1,
2006,2006_06_5247.TextGrid,8,anthony kennedy,1,
2006,2006_06_5247.TextGrid,9,unknown,1,
2006,2006_06_5247.TextGrid,10,samuel a alito jr,1,
2006,2006_06_5247.TextGrid,11,ruth bader ginsburg,1,
2006,2006_06_5247.TextGrid,12,stephen g breyer,1,
2006,2006_06_531.TextGrid,1,david h souter,1,
2006,2006_06_531.TextGrid,2,antonin scalia,1,
2006,2006_06_531.TextGrid,3,john g roberts jr,1,
2006,2006_06_531.TextGrid,4,patricia a millett,1,
2006,2006_06_531.TextGrid,5,seth m galanter,1,
2006,2006_06_531.TextGrid,6,john paul stevens,1,
2006,2006_06_531.TextGrid,7,anthony kennedy,1,
2006,2006_06_531.TextGrid,8,samuel a alito jr,1,
2006,2006_06_531.TextGrid,9,virginia a seitz,1,
2006,2006_06_531.TextGrid,10,ruth bader ginsburg,1,
2006,2006_06_531.TextGrid,11,stephen g breyer,1,
2006,2006_06_562.TextGrid,1,owen t armstrong jr,1,
2006,2006_06_562.TextGrid,2,david h souter,1,
2006,2006_06_562.TextGrid,3,antonin scalia,1,
2006,2006_06_562.TextGrid,4,jay d geck,1,
2006,2006_06_562.TextGrid,5,john g roberts jr,1,
2006,2006_06_562.TextGrid,6,john paul stevens,1,
2006,2006_06_562.TextGrid,7,thomas g hungar,1,
2006,2006_06_562.TextGrid,8,anthony kennedy,1,
2006,2006_06_562.TextGrid,9,samuel a alito jr,1,
2006,2006_06_562.TextGrid,10,ruth bader ginsburg,1,
2006,2006_06_562.TextGrid,11,stephen g breyer,1,
2006,2006_06_593.TextGrid,1,h bartow farr iii,1,
2006,2006_06_593.TextGrid,2,harold c becker,1,
2006,2006_06_593.TextGrid,3,david h souter,1,
2006,2006_06_593.TextGrid,4,antonin scalia,1,
2006,2006_06_593.TextGrid,5,john g roberts jr,1,
2006,2006_06_593.TextGrid,6,john paul stevens,1,
2006,2006_06_593.TextGrid,7,anthony kennedy,1,
2006,2006_06_593.TextGrid,8,samuel a alito jr,1,
2006,2006_06_593.TextGrid,9,david b salmons,1,
2006,2006_06_593.TextGrid,10,ruth bader ginsburg,1,
2006,2006_06_593.TextGrid,11,stephen g breyer,1,
2006,2006_06_618.TextGrid,1,david h souter,1,
2006,2006_06_618.TextGrid,2,antonin scalia,1,
2006,2006_06_618.TextGrid,3,john paul stevens,1,
2006,2006_06_618.TextGrid,4,anthony kennedy,1,
2006,2006_06_618.TextGrid,5,jean m manning,1,
2006,2006_06_618.TextGrid,6,thomas e caballero,1,
2006,2006_06_618.TextGrid,7,samuel a alito jr,1,
2006,2006_06_618.TextGrid,8,ruth bader ginsburg,1,
2006,2006_06_618.TextGrid,9,stephen g breyer,1,
2006,2006_06_618.TextGrid,10,richard a salzman,1,
2006,2006_06_969.TextGrid,1,david h souter,1,
2006,2006_06_969.TextGrid,2,paul d clement,1,
2006,2006_06_969.TextGrid,3,antonin scalia,1,
2006,2006_06_969.TextGrid,4,john g roberts jr,1,
2006,2006_06_969.TextGrid,5,john paul stevens,1,
2006,2006_06_969.TextGrid,6,anthony kennedy,1,
2006,2006_06_969.TextGrid,7,seth p waxman,1,
2006,2006_06_969.TextGrid,8,samuel a alito jr,1,
2006,2006_06_969.TextGrid,9,james bopp jr,1,
2006,2006_06_969.TextGrid,10,ruth bader ginsburg,1,
2006,2006_06_969.TextGrid,11,stephen g breyer,1,
